Complaint ID,Consumer complaint narrative
6903972,"Note : The previous page 's question, "" Which best describes your problem? '' lacked a button with a clear response for me to select, but I did my best. 
In the last half of XXXX of XXXX, I became a victim of a mystery shopper job scam, and made purchases on two of my credit cards that I was advised I would be reimbursed for ; the first purchase was made on XX/XX/XXXX. Per this individual, I shipped out the merchandise accordingly. My "" assignment '' afterward was to submit a review of the service I experienced at the merchant store. The individual and company I "" worked for '' were spoofs or frauds of legitimate ones. It was clear within a couple of weeks that things were very wrong, and as soon as I was confident of this, on XX/XX/XXXX, I began contacting my card companies and trying to rectify my situation. The scammer had arranged for a cashier 's check to be sent to me for my services, which turned out to be altered, according to my bank, which was the final catalyst for my suspicion of trouble. On XX/XX/XXXX, I spoke with local police, who advised me to block the scammer, which I did. I also was able to recover merchandise on XX/XX/XXXX, saving more loss ( there were XXXX, followed by gift cards, involved ). A very nice woman with Citibank High Risk  spoke with me on XX/XX/XXXX ( XXXX ), who understood my long-standing account and good history ; I made her aware of merchandise that didn't make it to a destination that would be coming back to me, which pleased her and said would help since it would bring me back under my credit limit ( because the scammer 's reimbursements were being returned ). She advised me to freeze my credit and have my phone and computer checked for malware, which I did do ; I never got to deal with her after that time. Both card companies have been investigating my case ; I have been diligent in providing information requested and needed. Today, XXXX XXXX, XXXX, Citibank informed me they have finished their investigation, and decided I am responsible for all purchases, and all fines and interest while my balance has been holding in a conditional credit. I have kept every individual piece of information that can help show what happened to me. I have reported my case to my local police, state AG, FBI, FTC, XXXX, USPS Inspectors ( because I used them for shipping ), and XXXX ( because the original job alert on XX/XX/XXXX came from a contact there whose account was compromised ). With Citibank, the subject of this issue, I'm looking at at least {$8600.00} total, with unknown fees and interest to be determined ; this amount is for charges I made ( while thinking I was doing legitimate work and expecting legitimate reimbursement ) in XXXX of XXXX ( XX/XX/XXXX and XXXX to be exact ). Additionally, I have had account with Citibank since XXXX, have exceptional credit, had all of my credit paid off with nothing due, and haven't had payment issues or late payments ; nothing bad and an excellent customer until this happened, and I wish this could have been taken into account when Citibank closed my account on XX/XX/XXXX, and referenced "" abuse of credit '' as a reason ( I have since been able to have an agent re-annotate this and reference my having been involved in a scam )."
6927073,"I fell victim to a job scam, instead of receiving help from my bank, Bank of America, they decided to close my accounts, and my husband 's account. We are unable to pay for our bills at the moment. 
Details : I was contacted by a recruiter on behalf of a company called XXXX XXXX, mintus.chat, based in the XXXX. I went through the recruiting the process and was hired last XXXX XXXX XXXX 
Job Title : XXXX XXXX XXXX The job required opening multiple cryptocurrency accounts with Exchanges in the US to try the platforms in order to better assist customers with their operations. 
The exchanges would be linked to the XXXX chat app where customers would be connected. 
The first month was supposed to be a paid training : In order to use the platform the company through my manager, XXXX XXXX, would send me funds to do operations then report how the operations went. Then I had to sent the cash to their BTC account. 

I checked that the company actually exists, and no money was asked from me during the process, so I did not think it was a scam. The first operation on XX/XX/ was a bank transfer. I was asked to withdraw XXXX dollars cash to deposit in a bitcoin ATM. The transfer to their digital wallet was successful. The second wire transfer came the next day for XXXX Dollars. This time my manager requested that I used XXXX and XXXX XXXX. I had difficulty using the apps because my card kept being declined. XXXX, my manager then asked me to withdraw the amount cash from a branch, then do the same operation as the day before. 

At my Bank of America branch the teller told me that my account was flagged for a fraud alert. My account was frozen for my protection as stated by the bank as they were investigating the situation.

I contacted the manager immediately to figure out to get the issue resolved. She promised that she will contact the investors, and that there were no problems with the wires I received. 

For a week, the manager kept in touch through XXXX, asking about the situation. The bank refused to communicate with me. As soon as I sent the job contract and the documents justifying the transactions, Bank of America froze all my bank accounts and my husband 's account as well. Bank of America justified the closure due to crypto operations and that they switched to a no crypto currency. 

The XXXXs manager, stopped communicating as soon I informed her of the frozen accounts situation. By then, I was left with the conclusion that either XXXX XXXX XXXX, or the person who initiated the wires is a scam. 

Bank of America locked me out of my accounts, which put me in a difficult situation at the beginning of XXXX since I use my account to pay my bills. 

After a month of work, I did not receive any compensation for my work from XXXX XXXX, and I am yet to know about the outcome of the aforementioned wires. 

I have the job contract, the email communication with the recruiter and the XXXX company with their official email, as well the entire XXXX communication with the manager via XXXX. 

Any help will be appreciated. 

Thank you, XXXX XXXX"
7212558,"I received an email about a job I applied for at XXXX XXXX. The perpetrator pretended to be a part of XXXX XXXX XXXX and initiated a hiring process with me. They informed me that I need to download the wire application for communication. They sent me a check for XXXX for office supplies and equipment ( computer, printer, scanners ). They informed me that I was to then send the money to vendors for equipment through XXXX XXXX Venmo. The money "" appeared '' in my account, so I thought it was a legitimate transaction. I sent XXXX before I called the bank. XXXX XXXX XXXX  then informed me they were actually holding the check and it was not available for use. The perpetrator must have known that the money will appear to be in the bank and when to ask for the money. Thinking I had "" gotten the dream job '' I was too blind to actually realize what was going on until it was too late. 
Money was sent on Venmo to the user XXXX XXXXXXXX XXXX XXXX I called the bank to freeze my accounts and issue new cards. The bank failed to issue new cards immediately. I also filed claims on my behalf. I don't know who this person was, but they are posing as a legitimate company and scamming people with promises of job offers. I never received any equipment, goods, or services which is what I thought I was being paid for. Venmo has told me that I received no protection under these circumstances and there is nothing they can do because they provided the service they are employed to do. I tried to inform Venmo that I do not authorize any transactions, but they performed those transactions regardless. They are protecting the thief under a privacy protection plan. 

Additionally, I had an expired card on file when I attempted to send money. The transaction didn't go through because the card was no longer in service. The money was sent on a second attempt from a separate card. Now Venmo is attempting to charge me {$2000.00}. Meanwhile, I haven't authorized either of these transactions"
7283899,"I was the victim of a job scam. I accepted the job and was told that I would start later that month and that I need to complete a written assessment. After I completed the assessment I was told that I would need to order office supplies, so they emailed me a check for {$4300.00} and told me to deposit it in my own account and to send them a receipt. My bank USAA accepted the check immediately and did not mark it as fraud. After depositing this check, the job scammers told me the following day they to wire nearly all funds to an account to pay for equipment. This was on XX/XX/2023. Then the following morning after I wired the money, they send me another check to deposit and said that the money sent previously was not enough for all my office equipment. I told them I cant deposit and send another check because I have a daily limit. I cut off all contact with XXXX XXXX after that and informed my bank. My bank did not help me until I called a third time and asked them to stop the check and the wire transfer. They stopped the check but blamed me for the job scam and refuse to assist me further. I was told my bank account was locked every time and under investigation since I reported the scam. USAA let me know that the wire transfer was stopped and that the check was stopped. I was told it would take XXXX calendar days, then up to XXXX business days before my account would be unlocked. I called USAA XXXX times a week for XXXX weeks until I was transferred to the fraud department who told me that my account was not locked, and that they did not stop the wire transfer because they believed it was my fault for being scammed and that I had to pay the $ XXXX due to the check being fraudulent. They did not say they knew it was fraudulent. I reported it as fraud which is why they stopped the check. They refuse to help me any further so I had to file a police report and contact the bank where the wire transfer was sent to by myself .l. After weeks of getting the run around and heading that everything was being investigated, I was rudely told by the fraud department that this was all my fault and that I needed to pay up. They also made it a point to bring up the fact that I previously disputed a charge from an app ca. Instead of helping me in a difficult time where I had to find someway to pay my rent since I was made to believe my account was locked and that they were helping me resolve this."
7334108,"I'm a victim of job scam with check fraud. XXXX XXXXXXXX posed as an online interview XXXX and offered me remote jobs and he mailed me a phony check of {$4800.00} to buy working supplies. On XX/XX/2023, while I received this check, I went to local bank branch to verify it, but no one helped me or gave me any advice that just tell me that you should wait for 14 days for check to be really clear in case check fraud. I was left helpless, uncertain on this check. I called bank 's costumer service for help, and they said this check looked nothing wrong based on their experience so that I was gave a false sense of security that this check was secured on my account at the time. And that's the main reason why I was conned into sending money to scammer next day. 
On XX/XX/2023, I called fraud department of Bank of America to make a claim for XXXX transfer of {$3500.00} right away as soon as I realized it was fraudulent transaction. I spoke to XXXX, the first representative, she told me my lost funds will be recovered but it takes for 10 days or up to 60-90 days to process and got my XXXX claim number is XXXX XXXX. During the process of XXXX claim, I kept track on its status and faxed police report, FBI report, counterfeit checks, XXXX report, FTC report, AGO consumer complaint and screenshots of chat records with fraudster that showed how he manipulated and exploited me into sending money that serve as the evidence of scam and check fraud to fraud claim department. However, Bank told me that they did not need any supporting documents on XXXX claim and they only investigated whether the transfer was authorized and not based on the circumstances of I was defrauded. On XX/XX/2023, I received notice stating that "" We've completed our review of your claim. Our records indicate that we completed the transfer according to the instructions you provided us, and therefore no error occurred. Based on this, your account won't be credited. '' After Bank 's failure of the second attempt to recall my lost funds, Bank sent the final response to XXXX claim on XX/XX/2023, it stated that my lost funds were unsuccessful recovered because transactions posted on my account were valid and no errors occurred, so they suggested me to contact recipient to try to get my money back. This final resolution was totally unreasonable and unrealistic. How come a XXXX XXXXXXXX would return the stolen money to victim. Obviously, Bank did not properly handle XXXX scam and fraud and did not came up with a reasonable and acceptable final solution."
7616873,"THe bank of America closed my account completely without showing me the reason. A job scam happened to me by transferring {$350.00}. And this story. here is the story I know it later after the bank closed my account "" During the past two weeks, I was exposed to a fake recruitment on the XXXX program, where the name of a well-known company, resource-innovations, and the name of the human resources character, XXXX XXXX XXXX, was impersonated to talk to me as the one who hired When did you find out it was a hoax? On Monday, XXXX XXXX, I wanted, like every day, to open XXXX, because it was the means of communication between me and the human resources employee and the equipment seller on a channel called XXXXAt that time, I did not see the presence of the two channels and no trace of the talks. As a searcher for a better job, I found it a golden opportunity with all these benefits, so I entered the telegram, found the channel, and she spoke to me and said that she was XXXX, and she said I will interview you, and the interview was all about designing 10 questions. And I answered it. She asked me about my experience and the companies I had previously employed. And then she said give me half an hour to respond to you with our decision. Exactly half an hour later, the response was : Congratulations, you have been accepted into our team. She sent a list of hardware and software that I would need for remote work.Then she told me that you have to communicate with a channel on XXXX called XXXX XXXX, she said that he is the customer who will provide the devices, send him the list, and we will send you a check for {$3500.00}, as a deposit check. Print it, sign it and copy it in the bank, then send the amount to the seller. She sent me a check for the wrong amount in letters different from numbers, so I told her : She said I will send another. So she sent a new check. I put it in the bank and it was going to reach me on Wednesday at ten in the XXXXXXXX  said it will be late for you, do you have XXXXXXXX XXXX  I said yes. She said : Send it to the seller to send you the devices until the check arrives. I already sent the amount and XXXX sent me the receipt. On the second day : I found that my bank account was not opened at all. I called the bank and they said that they closed my account permanently. I talked a lot, and they did not say the reason. I went to the bank myself, they said there was a suspicious process and the check was withdrawn, so we closed it directly, and it will not be returned. I spoke with XXXX. She said : Didn't they say why? Long talk, I'm trying to shorten it. My history with banks is clean from XXXX  in XXXX, what is happening? I spoke to the XXXX XXXX about what happened. XXXX spoke to me. She said the check was withdrawn so that we can send you a direct amount to your account, and we will hold the bank accountable, because I told her that I was harmed because of you. She said we will solve the issue. Open an account in another bank. And I opened an account. And my exploitation containued that she would send you the devices. I told her that I do not have any money and that you must buy the devices yourself and send them to me. I began to have doubts, but it was the first time to work remotely. I was very happy with the job that would change my life, and I submitted my resignation from my previous job, and I really regretted that. 
What made me even more confident was when I asked the XXXX Employment Office if the company was real, and you said it looked like it. I am very sad about what happened. Especially when I was shocked by the complete disappearance of the channels, and they promised me that they would send me the equipment to work this week. Every day I used to sit in the morning and tell them good morning to be a regular and disciplined employee, but they deceived me. Too many details I can't write, I signed a contract with them and I will send everything I can keep here. '' In the end, the bank did not give me any opportunity to find out the reason for closing my account completely before I discovered the fraud, and I was not given the opportunity to explain and discuss it. I demand that the amount be refunded and that I be given credit."
7672786,"Job scam and equipment purchase scam that resulted in fraudulent transactions In the amount of {$980.00}. 

A fraudulent check was deposited. Bank is not holding owner of account responsible for a fraudulent check but a fraudulent Money transfer was sent and bank is holding account owner responsible even though owner was absolved of the fraudulent check issue."
7873197,"There was a recent job scam I had been a victim of which involved two checks ( that are fraudulent ) being deposited through the Charles Schwab mobile app. 
I was given these checks by the scammers pretending to be employees at a real company, so that I could "" purchase '' my work equipment for my at-home office for this new job opportunity. Upon depositing via the Charles Schwab mobile deposit app feature, funds became available at the max threshold of the $ XXXX at a time, and over a span of three days, those amounts ( {$9800.00} to be exact ) were used to transfer funds for purposes of "" purchasing work equipment '' from the respective "" vendors. '' It was only once I realized on XXXX, XX/XX/23, that I had been deceived, I was able to report this information to Charles Schwab regarding the fraudulent activity on my bank account. After opening up those disputes, were the checks ( $ XXXX and $ XXXX ) returned by the bank. 
If this had not been the case, Charles Schwab bank seems to have no way of knowing/ detecting this otherwise ( that the checks were fake ). And now I am currently sitting at a loss of nearly $ XXXX from that money from fraudulent checks lost in transfers via XXXX XXXX XXXX, XXXX XXXX XXXXXXXX XXXX  and others. 
Please look into these XXXX checks with the respective banks XXXX XXXX XXXX XXXX XXXX XXXX XXXX ) and routing + account numbers on the checks themselves - you can find them in the zip file folder attachment below. 
XXXX dispute cases that have been opened up in my name ( XXXX XXXX ) : XXXX. Schwab Dispute Case # XXXX XXXX. Schwab Dispute Case # XXXX"
7873321,"I was instructed to deposit XXXX fraudulent company-branded printed checks via banking app mobile deposit ( unknown that these checks were fake at the time of the job scam- over 8 days time span ) Then I was to those funds ( via XXXX XXXX gift cards ) to the vendors so we could begin the equipment purchase order for my workstation at-home office Transaction dates and amounts : 1. Zelle {$2500.00} to XXXX XXXX on XX/XX/2023, ( XXXX ) XXXX XXXX. XXXX XXXX {$1000.00} to XXXX XXXX XXXX on XX/XX/2023, ( XXXX ) XXXX XXXXXXXX XXXX XXXX {$2400.00} to XXXX XXXX on XX/XX/2023 I was deceived into a job opportunity with scammers pretending to be real employees at XXXX XXXX XXXX. I was reached out to via email with an invitation to interview. The opportunity was something I had been looking for at the time, as I am struggling financially at the moment. It seemed too good to be true ( because it was ). The interviews and onboarding were conducted via XXXX XXXX  chat feature, aside from a second final interview over the phone in a XXXX minute call. They got ahold of my personal information ( I-9, W-2, etc. ), bank information ( direct deposit form ) after instructing me to hand-sign the offer letter. Upon "" onboarding, '' they had me start a wireless plan with XXXX XXXX XXXX as well as purchase an XXXX and an XXXX for "" work equipment '' that I would be reimbursed with in my sign-on bonus. Once I paid the {$180.00}, my devices were sent to me and then I was instructed by my "" advisor '' to send the devices for proper installation and set up by technicians in XXXX. Devices are now lost/stolen and I am left with disputing this with XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX I don't have to be responsible for paying a services and device plan that is now a XXXX As part of onboarding next steps, they had me deposit equipment checks via the mobile banking app with XXXX XXXX, so that we could purchase my work equipment for my at-home office since the role was a virtual position. They began having me send money to third parties in different ways once some of the funds became available for withdrawal in my account. Until I saw a post on XXXX by the real XXXX XXXX nearly 8 days later warning about recent job scam at XXXX."
7877277,"Up Front : This was an extremely complicated job scam where I lost around $ XXXX. I informed my bank ( USAA ) and filed an investigation, but they never contacted me for my evidence and just closed out my case, twice ( I disputed their initial determination ). I have filed a report with my local police and have the case number. 

I have been unemployed since XX/XX/2023 due to budget layoffs at my last employer. I maintain contact with a few recruiters and have added many more in this current job hunt. I am at around XXXX recruiters right now, as well as XXXX XXXX XXXXXXXX, and XXXX. I occasionally get a response and most times it peters out. The position is pulled, miscategorized, or no additional feedback. I have had 5 interviews total to date. Most recruiters are reporting zero ( 0 ) placements in the past few MONTHS. 

On XX/XX/XXXX I received an email from a XXXX XXXX that they found me and would like to proceed forward for a fully remote position if I like the job requirements and pay range. I proceeded with a XXXX XXXX for Stage 1 interview, emailed questions. Upon passing that round I was informed to have a XXXXXXXX XXXX  with XXXX XXXX for Phase 2. The conversation was very normal and had very relevant questions related to my field and expertise. I would be informed the next day. 

The next day, after some friendly banter with XXXX, I was informed that I was chosen for the position. In order to get my home office set up, I needed to go get some equipment and send them to a vendor in XXXX for configuration so I could start on Monday. They provided me checks for mobile deposit, which initially went through. Some other hardware and software needed to be processed for a total of {$24000.00}. Three of those went into wire transfers so there are routing and account numbers available to pull the funds back from and hopefully close on the other side. 

The XXXX equipment sent to XXXX received a signature, so there should be some video footage, and there is also a weird problem. When I called the XXXX XXXX XXXX ( XXXX XXXX XXXX ) they said that the driver did something wrong but would not provide any further information, although he knew exactly which package I was referring to. The mans name was XXXX XXXX XXXX  ), and there was also a woman named XXXX. 

Along with all of this, I have received an offer letter, welcome letter, company ID card, XXXX, XXXX, and direct deposit form from XXXX  ( employer ). One of these forms had their tax XXXX number listed, which I verified as correct. Even the website XXXX, if fake, was extremely well set up, as if someone used XXXX and asked for a website to meet numerous criteria. I also had a trainer who was going to call me to schedule some time on Monday XX/XX/XXXX to go over the company software and policies. THIS PERSON CALLED ME but I happened to be occupied at the time. We texted several times during the week. I did call a few times ( a XXXX XXXX number ) but he was busy and would get back to me. There is even a XXXX group which I believe is a part of this scam, as I wrote to one of the members that I was looking forward to meeting them but go no response of any type, even a XXXX XXXX XXXX XXXX XXXX XXXX ''. 

As far as XXXX XXXX, we chatted nearly all day all week on XXXX. When I called him on XXXX, he answered, and we would talk for a bit, giving me updates on the process and where things moved forward and others were waiting on something. NOTE : XXXX is horrible at exporting chats, a feature they removed, but there was a workaround which I used to capture names, dates, and text. Single pics posted have links to use. 

Regarding USAA : I have contacted them at various times during the week of XX/XX/2023 to file a fraud investigation twice, fix my kids accounts, find out what they can do, and informed them several times that someone needs to contact me to get the emails and chat that I have. I am locked out of the mobile app and online banking so if there was a portal I was supposed to use or get notices in, I was not informed of it nor was I able to access it. 

I have been a member with USAA for 22 years with no real issues until this scam, and they are just throwing me to the curb. THEY NEVER ASKED ME FOR ANYTHING THAT I HAD TO HELP THE CASE. They have decided to discontinue doing business with me as a banking customer due to the nature and amount of this scam and are removing me from all accounts. Fine. But they are also affecting my kids banking accounts because I happened to be on them. My son is a XXXX, but on the USAA side they just saw my name and my name again on the accounts ( no suffix ), so they decided to just close out his debit card instead of verifying a SSN or member ID on the card. I did not have a debit card on his account. This was reported to them. 

All chats and emails will be attached to this complaint. If it happens that something else is needed, please call or email me and I will get you what you need if I have it."
8194212,"I was a victim of a job scam. I was offered a position of a remote data entry clerk, I went through a XXXX XXXX training and I was sent a check of {$2500.00}. I was told by the scammer that {$460.00} out of the XXXX were for my paid training. The rest would be to fund my equipment. I was told by the scammer to deposit the check and send over {$400.00} that were available that day from the deposited check through a wire transfer. I made the wire transfer through my bank institution Wells Fargo. I have the wire transfer details to the scammer I sent the money to. The check went through that XXXX  when I deposited it. {$400.00} were available from that check. I sent over the {$400.00} through the wire transfer and the XXXX XXXX I got a notification from the bank that the funds were being held due to unusual activity. Since I sent the funds a XXXX XXXX, the transfer was complete and the funds had been withdrawn from my own personal funds that I had saved in my XXXX  account. Thats when I realized that it was XXXX  a scam because I tried reaching out to the scammer and he became unresponsive after that. I wouldve never proceeded with the transfer if the check wouldve been revoked as soon as I made the deposit, but the check went through and the bank made {$400.00} available that XXXX. It is not right that the bank used my personal hard earned money to complete the transfer. I needed that money to pay my rent and now XXXX behind on bills due to this error."
8423861,"I was involved in my daughter 's job scam incident. She found out the she was being frauded and we filed a police report, she also filed reports with the FTC, SEC, FBI IC3 and AG FL. We then were directed to file disputes with the bank accounts involved. I tried filing with Wells Fargo on XX/XX/24. I was met with hostility and resistance. The agent said there was no way to file these transactions for a dispute. I hung up to call back and speak with someone else who told me the 2 disputes were filed previously. I received a letter in the mail dated XX/XX/24 stating that only 1 of the disputes were filed and it was denied. Wells Fargo knew I wanted to send in documents showing this and was told I would be contacted by the bank to send it in. There was no communication from Wells Fargo in this investigation. I called back on XX/XX/24 to appeal and was told I can not file an appeal. The supervisor, XXXX was extremely rude. She began reading definitions of fraud and scams and was being very demeaning. The second dispute was never filed, I was told that disputes with XXXX can not be filed with Wells Fargo, they are a separate company. I had to call back a second time and speak to someone else who finally filed the dispute for the XXXX transaction."
8714085,"I was the victim of a work scam. I answered an e-mail sent out through the XXXX XXXX XXXX XXXX XXXX XXXX e-mail, regarding working from home for a professor related to the XXXX program. I answered and accepted the position. On XX/XX/2024, after supposedly being employed and completing an assignment I was given, I received a check for {$1600.00} from my "" employer ''. I used mobile deposit to deposit the check into my XXXX savings account and received a confirmation of the transaction from the bank and the funds seemed to be available on XXXX. On the following day, XX/XX/2024 my "" employer '' requested that I transfer {$1000.00} of the funds to another employee so that the other employee could use the funds to make a purchase for the department. I attempted to transfer the funds to this other person first on XXXX and then on XXXX and both times the transactions were declined. My employer asked me to then try Zelle. ( I had been following their instructions on what to do ). The transfer of {$1000.00} from my account to the other employee seemed to go through using Zelle. The situation seemed odd to me so I reached out to the XXXX XXXX XXXX XXXX XXXX XXXX  department on XX/XX/2024 ( ticket # XXXX ). Later, that same day the IT department called me and told me that the XXXX e-mail used to communicate with the so called employer/professor was fraudulent. I immediately contacted the XXXX XXXX XXXX XXXX XXXX police department and subsequently the XXXX XXXX XXXX Police department ( report # XXXX ). On the same day, XXXX I also contacted my bank, XXXX, to inform them of the situation. The bank immediately "" froze '' my accounts both checking and savings. On XX/XX/2024, the XXXXXXXX XXXX department recommended that I file a report on IC3.gov, internal crime complaint center, which I did. On XX/XX/2024, I was contacted by XXXX and was told that I owed the bank the {$1000.00} that was sent out through Zelle. XXXX said it was my responsibility as the originally deposited check eventually bounced and the funds were not there. I feel like I am being punished twice as a victim and the bank is seemingly free of responsibility for the situation. The "" virtual funds '' were transferred multiple times before XXXX determined the check was fraudulent. If XXXX had verified the check sooner or even put a hold on the funds related to the unusual activity the {$1000.00} would not have been released. Zelle could have declined the transaction themselves just as XXXX and XXXX did. If Zelle had done this, the money would never have gone anywhere. I would never have requested the transaction if I knew I didn't have the funds to cover the transaction. I truly feel like the bank, XXXX, and Zelle should share some of the responsibility for the victimization of the consumer by fraud. All of us were taken advantage of. Now a XXXX XXXX who is already short on funds and who was willing to take a job to earn some extra money, is expected to pay back what I don't even have."
8790731,"About XXXX weeks ago, I was a victim of a online job scam. I had gotten an email from my school offering online jobs. The job was from home and was to help buy products for children in need in my area. I got accepted to the job immediately. The person who was in charge send me a check and told me to deposit it. After doing so, he was asking me to send him XXXX dollars of my own money to help a child in need. Thats when I found out I got scammed. The bank placed a hold on my account for more than a week and I tried to explain the situation several times. I told them I never intentionally was trying to commit fraud and that I was a victim of a scam. The bank ignored my response to that and closed my account permanently."
8951824,I spoke today with a XXXX at Wellsfargo WF bank na. I was cheated as part of a jobs scam into sending payments to vendors supposedly for equipment for a data entry job. I filed claims with WF TO GET THE MONEY BACK. i SPOKE EXTENSIVELY WITH THE FRAUD DEPARTMENT WITH wf. WF CLOSED THE FRAUDLENT XXXX CLSIMS. i HAVE no business with the vendors. They are part of the fraud and have no contact information with them. WF is my bank they need to reopen the claims one for {$480.00} and one for {$1000.00} and at least try and get my money back.
8988178,"Bank of America XXXX. I feel for a job scam. Someone was very nice and understanding to me and sent me a form and I filled it out. They stole my bank account from that information. The bank did not notify me, the app XXXX told me my card had been reported stole 24 hours ago. I am at eviction risk because of it I couldnt get into my account because it says a new card had been issued I do not have the information the branch is not open the phone lines are not opened. Then to top it all off I find there are employees watching XXXX and by the time they reply I miss the message and they are offline tomorrow. What the XXXX."
9047695,"This transaction began to take place on XXXX XXXX. When the scammers begin to used my checking account to order cell phone using my XXXX XXXX. Let me explain that I thought that I was working for a shipping company at the time. So they had all of my information. There was XXXX iphone fifteens ordered in my name. So right now has not allowed me to report the cell phones lost or stolen.There is a letter stating that I violated my XXXX XXXX with the company. I am annoyed because when I discovered this I called XXXX to report the issue. Another issue that I have had is with XXXX from the first job scam the scammers over ran my charge account. When I reported to Discover that I was a victim of a scam, I was told that there would be an investigation. But after the investigation no one has reached out to me and on the activity log how the scammers added payments to my account and then retracted the internet payments. So now once again I am held responsible for something that is out of my control. Not happy at all. Thank You XXXX XXXX"
9095183,"I am a victim of a job scam and was sent XXXX checks over the course of 4 days. I deposited the first check on XX/XX/XXXX, the second on XX/XX/XXXX and the last on XX/XX/XXXX. I in good faith endorsed the checks and followed my employers instructions all while under the impression that the checks were good. The first check was returned XX/XX/XXXX and from there I filed a complaint with my bank about the fraudulent check that day. On XX/XX/XXXX they denied the first claim and all claims after that on XX/XX/XXXX. When I called and tried to speak with someone in the Fraud and Claims department they belittled, ridiculed, and insulted me for falling for this type of scheme. I even got in contact with a local branch manger who again belittled, ridiculed, and insulted me for falling for this type of scheme. I was informed by the supervisor of the Fraud and Claims Department that they would not be helping us to recuperate the {$6000.00} in bad checks and that I had 60 days to bring the account into good standing or I would be sent to a collector. I filed a claim with the Kentucky Attorney Generals office, FTC & FBI who are all investigating and that didnt seem to matter at all with my bank ; who wanted to just victimize me more over a crime that is so predominate anymore"
9351098,"Greetings, I was a victim of an online job scam back in XX/XX/XXXX. XXXX is reporting to Early Warning Services consumers reports of this being a forged "" Account Check Fraud, '' which I find highly unprofessional on their part when I was a victim of a scam myself. The individual posting as XXXX XXXX was trying to hire me to become a data entry clerk for the company. I was reached out to by a recruiter via XXXX or XXXX  during the same month. After I completed the personal information, I provided them with my ID as well as my SSN, and XXXX and the next day I was told I would be hired. They advised me that they were sending a check in the mail via XXXX  for me to purchase equipment to do the job, but I would need to deposit the check and then go to a website to purchase the required equipment. I deposited the check, and it was cleared the following day. I took the cash out, bought the equipment, and sent the money over to them via XXXX XXXX. I received a call from XXXX advising me that the check was returned and that my account would be in the negatives because the check appeared to be fraudulent. I had no intention of defrauding XXXX. I filed a police report regarding the scammers posing as a legitimate company when they were not and advised XXXX of the same issue. Years later, I am unable to open new bank accounts with any large institution because of the unfair reporting of "" Account Fraud '' by XXXX. I tried to dispute the information with Early Warning Services , LLC, on XX/XX/XXXX, but I was advised by them a few weeks later that the bank notified them that the information was accurate. No other options were provided. Every bank is viewing me as some sort of criminal. It is embarrassing and extremely XXXX. I call on the Government to investigate this matter thoroughly, and if there are any wrongdoings by XXXX I deserve compensation for the stress that I've endured, and the loss of income it has cost me. 

Thank you,"
9352111,"Greetings, I was a victim of an online job scam back in XX/XX/XXXX. CITIBANK is reporting to XXXX XXXX XXXX consumers reports of this being a forged "" Account Check Fraud, '' which I find highly unprofessional on their part when I was a victim of a scam myself. The individual posting as XXXX XXXX was trying to hire me to become a data entry clerk for the company. I was reached out to by a XX/XX/XXXX XXXX or Indeed during the same month. After I completed the personal information, I provided them with my ID as well as my SSN, and XXXX and the next day I was told I would be hired. They advised me that they were sending a check in the mail viaXX/XX/XXXX for me to purchase equipment to do the job, but I would need to deposit the check and then go to a website to purchase the required equipment. I deposited the check, and it was cleared the following day. I took the cash out, bought the equipment, and sent the money over to them via XXXX XXXX. I received a call from Citibank advising me that the check was returned and that my account would be in the negatives because the check appeared to be fraudulent. I had no intention of defrauding Citibank. I filed a police report regarding the scammers posing as a legitimate company when they were not and advised XXXX of the same issue. Years later, I am unable to open new bank accounts with any large institution because of the unfair reporting of "" Account XXXX '' by Citibank. I tried to dispute the information with XXXX XXXX XXXX XXXX XXXX, on XX/XX/XXXX, but I was advised by them a few weeks later that the bank notified them that the information was accurate. No other options were provided. Every bank is viewing me as some sort of criminal. It is embarrassing and extremely depressing. I call on the Government to investigate this matter thoroughly, and if there are any wrongdoings by Citibank I deserve compensation for the stress that I've endured, and the loss of income it has cost me. 

Thank you,"
9480888,"On XX/XX/XXXX I was contacted by an employer who was using an official email address of a non-profit organization. They told me to deposit a check worth {$2100.00} in order to begin the employment. I soon realized this was a employment scam, but by the time I realized the check had already landed in my account. At the start of XXXX, XXXX restricted my bank account because the check was flagged in the system. I've called and asked them to return the check on their end, however they told me they were unable to do so. I then asked to be forwarded to an account specialist, which told me the check was able to bounce within the next 3-5 business days. This account specialist also made is crystal clear after I inquired, that my account would NOT be closed. Please contact the JPMorgan Chase for the call records. Then, {$2100.00} was withdrawn from my restricted account by Chase on XX/XX/XXXX. I called in to ask if the check has been bounced, and they told me that it has, and my account would be unlocked in the following 3-5 business days. On XX/XX/XXXX, I logged onto my account to see that my checking account was closed by the company, contradicting the claims made by the employees on the other end of the support call. JPMorgan Chase refuses to act on my behalf, even after explaining to them my situation and the attempted job scam. Now, they have {$2100.00} of my money suspended, and after visiting a branch employee, they still refuse to act on my behalf."
