id,Consumer complaint narrative
8638854,"On XXXX, I called XXXX, Amazon Card Customer Support. I stated that 4 returned purchases were supposed to have been credited to my XXXX Visa Amazon account ( that is what I specified in the Return Item process ). I received emails stating that the refund amounts were available in my Amazon Account. 
Refund Amounts and Dates : * {$32.00} Refund Date : XXXX Order # : XXXX Order Date : XXXX * {$26.00} Refund Date : XXXX Order # : XXXX Order Date : XXXX * {$38.00} Refund Date : XXXX Order # : XXXX Order Date : XXXX * {$22.00} Refund Date : XXXX Order # : XXXX Order Date : XXXX The associate at Amazon Card Customer Service could only transfer {$38.00} to my credit card account ( tho I still haven't received an email stating that is the case ). She claimed I had used the other Gift Card amounts in purchases. However, there is still {$61.00} remaining in the Gift Card account. This does not make sense. Nor does it make sense that I specify the refund is to go to my XXXX Visa Amazon Card, and instead it is put into a Gift Card account. At the very least, this is a misleading practice by Amazon/Chase. 
In addition, the purchase amounts of the above items are not recorded in the Chase XXXX Visa Amazon account. This seems like a misleading oversight."
7885774,"While on XXXX, the company owner sent me a message and invited me to play some online games. I was told that that would be a fee and that I had to send it to their cash app. They kept sending random other peoples cash app and when the game was not Sent to me to install on my computer. I requested a refund because I didnt receive anything from them. I was making a purchase for a game and they did not provide the game. They did not deliver the software. After requesting my money back, the cash app user blocked me, I did not receive any goods or services from this purchase. I have screenshots of the whole conversation through XXXX messenger cash app is not willing to help me recover my funds, and neither is my bank. Nonetheless, if thats not recovered, cash app needs to shut that user down that user is impersonating a company and scamming a lot of other people Im sure of."
10336880,"On XX/XX/year> I kept receiving messages that my user Id and password has been changed. I was assuming it was a scam till I tried to sign in and couldnt. I tried looking up a number to call for help, of course the phone number listed on XXXX was the number for a scammers, They started telling me what I needed to do and to click on a link so they can see who the scammers were and to stop them, I was told that they had all my information, including my XXXX account.They were trying to get me to approve transactions to make sure that they are not going through my bank and credit cards. So they of course used XXXX and XXXX XXXX and other credit cards to purchase gift cards from XXXX XXXX XXXX, XXXX XXXX and XXXX. I realized what they were doing and hung up right away and notified the bank and the credit cards companies. I immediately changed my passwords, notified the the credit bureau to put an alert on. The bank is refusing to give me back my money, Im XXXX XXXX XXXX and cant afford this loss, bad enough that they froze my account and had no money to buy food or pay my bills. I didnt authorize the scammers to do any transactions. They were telling me that these transaction will. It go through and they kept yelling and talking fast and I was so confused and worried and scared. These scammers were pretending that they are customer service helping me get my account back and trying to stop the scammers. 
I reported the case to the police, I submitted all the phone numbers, the names of the hackers to the bank as well as to the police. The bank still insist that I authorized these transaction and will not give me back my money. I lost so far XXXX and Im still waiting on XXXX XXXX and XXXX XXXX to make their decisions. I did have my data breach from few places prior to this incident, last one was XXXX XXXX. 
Thank you in advance for your help."
9444691,"On XX/XX/year>, I tried to meet a lady I came across on a social media platform in person. I was deceived into thinking I was about to have a legitimate date with her. At the time, the person possessed my cell phone number and personal information on my XXXX account. Before our supposed meeting, she demanded {$1000.00} in the form of XXXX gift cards, stating that she wanted to ensure her safety and would return this money if she felt safe around me. Because our shared nationality as XXXX and previous interactions created an illusion of trust, I believed her and satisfied her demand. I took photos of the purchased gift cards and sent them to her. Little did I know it was a criminal theme to defraud me. Shortly, a XXXXXXXX XXXX called me and claimed he was responsible for the lady 's safety and demanded an additional {$2200.00}. This time, I refused to give this amount of money. Then he started to make threats of physical harm and abduction to coerce me to comply with his demand. He claimed that he possessed my personal information and was able to locate me. I believed his threats were credible and feared for my safety. As a result, I was forced to transfer the {$2200.00} in the form of XXXX gift cards and XXXX transfers. When he demanded even more, I realized it was beyond my financial capacity to comply any further, and I decided to cut off the contact and ignore any further threats or harassment either through calls or text messages. In sum, the entire event caused me to lose {$3200.00}. All transactions were conducted through Chase Bank, and the bank authorized my transfers. Later, I filed written complaints with Chase Bank. Chase Bank declined to compensate me for my financial loss."
9456353,"My XXXX husband was scammed by "" you won a big prize '' scam. They demanded many "" fees '' and became very scary and threatening if he did not pay them. They demanded payment via gift cards, which he purchased using several different credit cards. He did not tell me this was going on. By the time I found out, he had run up thousands of $ $ in credit card charges. 

I immediately put a stop to this and I reported to the police, the FBI, the FTC, etc. I also got a power of attorney to act on my husband 's behalf, since he still did not seem to understand what he had done. 

I contacted the XXXX credit card companies my husband had used and sent them a copy of the POA, the police reports, etc. and a list of the charges he had done while being terrorized by the scammers. I asked them to DELETE those charges, since they were part of a serious crime of elder abuse. 

The credit card companies ' response has been 1 ) They do NOT RESPECT my POA and refuse to talk to me and 2 ) They refuse to DELETE the charges, on the grounds that there was no "" identity theft '' and my husband himself authorized the charges."
12879226,"Im a senior attending XXXX XXXX XXXX with expected graduation on XX/XX/year>. On or about XX/XX/year>, I applied for a position as a XXXX XXXX in the XXXX XXXX  at XXXX XXXX XXXX  to work for XXXX XXXX, XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX. On XX/XX/year>, I was then notified by XXXX XXXX team that I had been selected for this position. 

On or about XX/XX/year>, XXXX Payroll Department emailed me check number XXXX in the amount of {$2700.00} drawn on XXXX XXXX, routing number XXXX, account number XXXX as authorized by XXXX XXXX, I was then told by XXXX XXXX team that I was to deposit this check in my personal bank account. I was also told by XXXX XXXX team that {$400.00} of the {$2700.00} payment would be my earnings. 

As instructed, I deposited this fraudulent check on XX/XX/year> electronically by remote deposit without any hesitation because the check appeared authentic. My bank, Golden One Credit Union received the deposit and released {$500.00} to me in cash from this initial deposit. 

On XX/XX/year>, XXXX XXXX, team further directed me to purchase XXXX XXXX Gift card in the amount of {$500.00}. Since XXXX doesnt sell gift cards in {$500.00} increments, I purchased XXXX cards totaling {$500.00} ; XXXX cards for $ XXXX and XXXX card for $ XXXX. 

On XX/XX/year> the remaining balance of the check which was {$2200.00} was made available for my use. 

After purchasing the first {$500.00} worth of gift cards, XXXX XXXX team waited until the remaining deposit in the amount of {$2200.00} cleared my bank account. 

On XX/XX/year> when the balance was available, I was then directed to purchase XXXX more cards totaling {$1500.00} in {$500.00} increments. As before, I couldnt purchase these cards in {$500.00} increments so I proceeded by purchasing XXXX cards for $ XXXX and XXXX cards for $ XXXX. I purchased a total of {$2000.00} in XXXX gift cards. 

On XX/XX/year> I was directed to purchase XXXX additional XXXX Gift Card in the amount of {$300.00}. I didnt make this purchase as this whole misadventure began to feel strange. 

On XX/XX/year>, I was informed by Golden One Credit Union that the check I deposited was returned by XXXX XXXX as un-payable. This check was fraudulent. Golden One Credit Union is holding me liable for payment of a check that I did not initiate. Golden One Credit Union is threatening me and my family with legal action and they have now frozen my account and I dont have access to my money. As the victim of this fraud, what is supposed to be a time of celebrating my college graduation, has now become my worse nightmare. What are my rights under the law and what are the limits of my liability? Please help me to clear this crime."
6498898,"Hi By Wednesday the XXXX of XXXX, I received the amount of {$950.00} first {$600.00} and then {$350.00} from XXXX XXXX ( XXXX purchase XXXX XXXX ) I never even have as a pending funds in the cash app-app account who i need to open to received the purchase price, but I received a email after that i need to send the phones and send tracking number who they can release my money so i think is not to crazy, but after I send the founs and give the tracking number I received another email from cash app support, requesting another {$700.00} to proof for to extend my liability to received more money since I have a new account. I sent the {$700.00} to her with gift cards and follow all the rules by this point I contact cash app customer service line ( searched in XXXX the number to contact them ) and the people who I talking thru i believe the real people told me that yes! the have that policy and i will need to continue! "" in a recorder line ) XXXX, then I received another email that I need another {$300.00} with gift cards again, then when apparently everything is concluded. If I want to access my fund I need to send {$50.00} by XXXX ( I already report that XXXX account to my XXXX XXXX back the email that they are using is : XXXX and also they keep telling me to this one : XXXX for fees to express funds. when I think everything is done and by this point that lady has {$1000.00} dlls and the phones that I sent to her. I don't have anything!!!! and I received another email from Cash app that I need to pay {$200.00} in taxes because "" customers '' all transaction was inside the XXXX nothing have to be with "" customs ''. so they Fraud me with {$2100.00} even I think they will stop today they keep asking for {$100.00} dlls. I contact cash app since the first time that I don't have a good felling about this but honestly to this point or that app work with Fraud people or they al a XXXX CASH APP!!! they customer service are the worst people who I can even talk in my live they did not help at all they answer my emails with 24 hours of delay with pure excuses, One of the times I call the guy tell me you needs to send all that money so we can release your money. Please help me!!! I will attached all emails and communications thank youXXXX, XXXX XXXX"
10832613,"The seller, XXXX XXXX posted a sell ad on XXXX XXXX, selling a handbag YSL- {$850.00}. I made the transfer in PayPal to account under XXXX, XXXX ( a XXXX account ). The seller claim that the account is under her fathers name. I made the transfer on XX/XX/XXXX. I contacted the seller on the status of the shipping. Her shipping XXXX, XXXX XXXX XXXX requested a refundable insurance payment of {$350.00} in XXXX gift card before they ship the bag from Pennsylvania to Virginia. They told me that I would get {$330.00} refunded to me once the bag is delivered. I sent the gift card via email on XX/XX/XXXX. On XX/XX/XXXX, they asked me to send {$830.00} for VAT tax fee since the bag is luxury item. Again, they wanted the payment in gift card. I told them that they should send my {$350.00} back since I knew then this was a scam. 
I contacted the seller, XXXX, and told her to contact the carrier requesting the bag to be returned to her. I will arrange a friend to pick up the bag in Pennsylvania, where she lives. She told me that her bag is being held by authorities and she cant get it back until the VAT tax is paid. She offered to pay the tax, and that I only have to reimburse her {$400.00} in gift card. I told her that I wont make anymore payment on this purchase and that I will contact the authorities to this scam."
6585298,Due to TransUnion consumer services provided illegally activities refund my money due illegally activities I was told my membership was cancelled an I was supposed recovery my refund never received it an people working for TransUnion work from home fraudulent activity request were my refund at my unpaid service that been cancelled
13100288,"TD BANK APPEARS TO BE IN VIOLATION OF THEIR U.S. DEPARTMENT OF JUSTICE COURT ORDERED CRIMINAL SENTENCING AGREEMENT? A TD BANK MUST READ!

This report and its attachments will detail how I have experienced first-hand that TD Bank is using a/or the like rinse and repeat cycle of illegality ( employee and/or bad actor customers fraud / scammers ) at a cost to me of theft from TD Bank in the amount of {$84000.00} ( wired from XXXX XXXX of {$21000.00} to TD Bank on XXXX XXXX, XXXX and a wire of {$62000.00} to TD Bank on XX/XX/XXXX XXXX. During my research I have uncovered evidence that strongly supports that TD Bank and its bank employees is, has and continues to allow criminals to operate within TD Bank to include what appears to be bank employees continuing to help open up accounts for malicious bad actor criminals even after TD Bank plead guilty in XXXX, and now is a convicted criminal. 

Furthermore, I am stunned to learn many times the banks position of court convictions and fines are coined as "" just the cost of doing business '', all of which in my case has resulted in a financial harm and emotional distress to an innocent customer who trusted the banks word that the banks services are safe and secure would be an understatement. 

Until these bankers GO TO PRISON this will continue so all that read this need to help get the word out and demand justice does not stop at fines but also must include PRISON time for the convicted criminal bankers as fines obviously are not deterring the Bankers to engage in crimes. 

TD Banks XXXX multi-billion dollar conviction sentencing agreement/s mandates that TD Bank XXXX XXXX XXXX to commit NO FURTHER CRIMES ; ''. TD Bank should look into what that means to violate a sentencing agreement ( see link below regarding your criminal conviction ). 

It would be wise to pass this complaint on to anyone in TD Bank who is responsible for compliance with the criminal case identified below and take the facts herein to return/ reimburse me in full the money stolen by you, your employees and/or your customers. 

I am sickened to have learned only after the fact of theft of {$84000.00} that TD Bank is a convicted criminal bank with convicted criminal employees who conspired and schemed crimes with criminals internationally for a decade and I have experienced first-hand it appears that the bank continues to allow/ support criminals in their bank to XXXX/ steal / commit fraud and scams against other innocent banking customer ( see the attached "" XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ). 

Key takeaways if TD Bank fails to make me whole / return / reimburse the money stolen in the amount of {$84000.00} to me : First, understand, I am not going away until I am made whole! 

I will be forced to reach out to ALL authorities and attorneys involved with TD Banks criminal conviction case for help and have them look into if TD Bank is in violation of their sentencing agreement. 

I will seek to have the prosecution team and/or other authorities to classify these crimes as but not limited to "" Conduct beyond the offense of conviction : Actions that are part of a larger scheme or plan, even if they don't directly relate to the offense for which the defendant was convicted '' or the like or bring a new case for violation of the original case or new violations of law/s and add me to the victims and remedies list to be awarded damages, fines, fees, interest, pain and suffering and other such remedy/ies the court deems appropriate. 

CFPB Director XXXX XXXX sums it all up : This is about financial institutions fulfilling their basic obligations to protect customers money and help fraud victims recover their losses. 

U.S. House and Senate clarified that the banks are to share the liability : The U.S. Protecting Consumers from Payment Scams Act ( H.R. 9303 pdf file attached ) introduced several significant amendments to the Electronic Fund Transfer Act ( EFTA ) aimed at enhancing consumer protections and ensuring greater accountability among financial institutions to include a shared liability provision wherein the financial institution holding the consumers account and the institution receiving the fraudulent transfer with discretion to include other firms that materially help facilitate the payments to share responsibility for reimbursing the consumer to encourage all parties involved to adopt more robust fraud prevention measures. 

Note : See also the attached file titled "" XXXX XXXX XXXX XXXX '' ( fraud Insights report ). 

TD BANK has the full capability to simply follow the money trail to the next account and the next etc. to reimburse the bank 's fraud victims : Due to but not limited to TD Bank and bank employees guilty criminal convictions the bank knows first-hand they must follow the money trail to claw it back.

Of Importance is that TD Bank was an active participant in the crimes and understand because of the practice where the criminal bankers/ the malicious bad actor bank customer will open an account to be used to receive money only to soon after move the majority of the ill-gotten funds out of the account to another account for obvious reasons ( i.e. bank freezing account or hold harmless recall / claw back ). This means the bank/s MUST but not limited to follow the money trail to make a victim whole. In the alternative TD bank has the option to simply reimburse me in full out of bank funds! Either way, if I am not made whole I will seek restitution through but not limited to authorities and/or the sentencing court / U.S. DOJ to include fines, penalties and other damages.

TD Banks XX/XX/XXXX Shareholder meeting just publicly admitted the convicted bank criminals caused extraordinary pain, the darkest day for the bank and that they encourage accountability and to be more curious about all these issues. Can you imagine the shareholders ' response and the U.S. Governments to learn yet again crimes are being committed within the bank and possibly another case is brought against the bank or sentencing violations are uncovered? 

Employing options to reimburse me identified herein or by any and all means at the banks disposal in the end is the least costly option for TD Bank as it saves the bank/s time and money as court/s, government agencies or the court of public opinion via media exposure will certainly cost the bank far more than just money as the time and attention this matter will require so many of your banks employees to answer but not limited to the courts, the agency/ies overseeing the bank is in compliance of their criminal sentencing agreements or to bring new charges, fines and cost to make victims whole to include going to the media, U.S. Senate / Congress and several additional agencies listed herein / within the court case TD Bank plead guilty to. Not to mention any employees that are found to be helping these criminals may be charged and maybe even a PRISON sentence!

Obviously the media will be all over this story ( to include XXXX and others who reported on the cases against XXXX XXXX and TD Bank in the past )! 

Furthermore, should TD Bank fail to make me whole read below of additional steps I will perform to protect my family from the harm TD Bank has caused me and/or the harm the banks customers have threaten me with by offering the details of the entirety of the my complaints/ reports which will also include the banks responses- all points to TD Bank continuing to support bad actors ( who are your bank customers ) and their international ecosystem team of bad actors will learn first-hand how TD Bank has been publicly noted as the bank of choice for criminal actors with bank employees who work with and support the criminal customers.

The nearly one million banking victims including myself are not the ones who : 1 ) pretended to vet the bad actors opening bank accounts 2 ) failed to keep criminal employees out of the banks employ 3 ) failed to implement sufficient anti-fraud measures 4 ) failed to "" Know Your Clients '' 5 ) used limited and ineffective authentication / verification requirements any or all of which resulted in the banks opening their doors and letting the criminals into the banks. But for the bank 's negligence nearly one million honest customers including myself could never have become victims of induced fraud or authorized fraud.

Nothing can come from fraud or theft but fraud or theft so wherever the money was moved from and then too is part of the crime money mule ecosystem and the account holder/s of the next account is part of the criminal ecosystem. 

XXXX XXXX just reported TD Bank will continue to be required to retain an independent monitor as part of the XXXX XXXX dollar settlement due to the bank 's failure to prevent money laundering plea ( the bank also conspired as a criminal in the crimes ) as stated by the U.S. DOJ. 

I am HORRIFIED to have learned after the fact that TD Bank has a CRIMINAL RECORD and by their own pleading of GUILTY has a reputation of lacking security policies allowing criminals into their bank/s as well as bank employees on the take working as criminals and supporting the criminal customers wherein the bank became a criminal themselves as evidenced in the court case TD Bank plead guilty to in late XXXX, labeled as a historic crime spanning nearly a decade. The bank is to pay nearly XXXX XXXX dollars in fines/ penalties : XXXX XXXX XXXXXXXX In the words of TD Bank 's own employees : the banks XXXX failures made it convenient for criminals.

Within the case it is basically said the banks are to be the first line of defense against crimes not to be a criminal themselves, and By making its services convenient for criminals, TD Bank became one, said Attorney General XXXX XXXX XXXX. Today, TD Bank also became the largest bank in U.S. history to plead guilty to Bank Secrecy Act program failures, and the first US bank in history to plead guilty to conspiracy to commit money laundering.TD Bank chose profits over compliance with the law And, these failures made the bank an easy target for the bad guys. These failures also allowed corrupt bank employees to facilitate a criminal And, The bank was aware of these risks and failed to take steps to protect against them, including for two networks prosecuted in New Jersey and elsewhere And, TD Bank became the bank of choice for multiple money laundering organizations and criminal actors and processed hundreds of millions of dollars in money laundering transactions. 

And, Let me be clear : our investigation continues, and no individual involved in TD Banks illegal conduct is off limits. 

TD Bank 's involvement in this historic money laundering scandal included several bank employees supporting the international crimes and schemes. It was found that their lack of security policies contributed to a climate as a bank of choice for but not limited to corrupt employees, criminals/ bad actors / money mules/ fraud / induced fraud / authorized fraud crimes. 

Today it seems TD Bank is and continues to be a known safe haven for money mules and criminals alike of which I am now another victim of TD Banks failure to be a secure bank and instead is a known bank of and for bad actors/ criminals with corrupt criminal bank employees who work with and support bad actor criminal customers. 

During my investigation into the theft of {$84000.00} by TD Banks criminal employees and/or customers I have found what appears to show that TD Bank continues to have a problem with criminals operating in their bank and/or corrupt employees helping the money mule criminals open accounts. The criminal case TD Bank plead guilty to exposes the bank has operated with criminals in a similar way, in summary : The Charges : TD Bank 's U.S. unit faced charges for failing to maintain proper anti-money laundering ( AML ) controls for nearly a decade, from XXXX to XXXX. 

The Failure : Prosecuto

rs stated that the bank 's "" long-term, pervasive, and systemic deficiencies '' in its AML policies allowed criminals to launder money through its branches. Examples of The Money Laundering : - One money laundering network, with the help of bribed employees, processed mo
re than {$470.00} XXXX  through the bank through large cash deposits into nominee accounts. 

- Another scheme involved five bank employees who helped facilitate the transfer of {$39.00} XXXX in illicit funds to XXXX. 

- A third scheme involved a money laundering network with accounts for at least XXXX XXXX  companies that moved more than {$100.00} XXXX in illicit funds. 

TD Bank 's criminal acts and criminal employees does not stop there as recently yet another TD Bank employee, a XXXX XXXX who worked in TD Bank 's anti-money-laundering department has pleaded guilty to a felony in connection with a check-fraud scheme and took possession of customers ' personally identifiable information. 

XXXX XXXX Attorney XXXX XXXX stated "" This defendant brazenly exploited her position for her own personal profit, '' and he said "" We take all fraud in the banking and financial services industry extremely seriously, no matter what form it takes. "". This case against XXXX grew out of a probe focused on check fraud. 

I would like to ask why and how is it not required by law, policy or otherwise requiring banks to inform and warn customers of danger when a sending or receiving bank sends a wire / EFT 's / ACH money to any bank / institution that has a criminal record, criminal employees and/or a conviction of like kind instead of as it is now the bank/s carry on declaring to customers they are safe and secure?

Case in point : My bank, XXXX XXXX, should have warned me prior to or at the time of any dealings with TD Bank and or any attempts to send money by any means to TD Bank should have included a full disclosure notice and warning of but not limited to the subjects and issues within this report or by any other appropriate method/s. 

Furthermore, XXXX XXXX 's failure to do so caused me to a financial injury in the amount of {$84000.00} as well as threats of being harmed by a convicted criminal, TD Bank and its criminal bank employees and customer/s which has caused financial and emotional distress to me and my family that will last us a lifetime."
14828475,"I was scammed via XXXX. The security specialist XXXX XXXX and CIA agent XXXX XXXX were fake. They told me that my name was involved in XXXX XXXX by hackers and scammers. They told me to pay for the processing fee to clear my name. At this point I realized it was a pure scam when they kept asking for money and money. It did not sit well with me. 

Coinbase has a website that will let you to enter and ask in help center. Somehow, the website was not efficient at this point. So, I called at this number XXXX referred by XXXX XXXX XXXX  via using XXXXXXXX XXXX XXXX  to request to find out what was happening with the wire transfers and gift card transfers to XXXX XXXX XXXX. So, there were no one responding to the call and kept saying go to Help Center on the website. I realized that the customer service was poor. Then I tried to reach XXXX XXXX XXXX, they have a menu which was not straightforward with the customers. They advised me to ask my bank XXXX XXXX XXXX XXXX to recall the wire transfers, then XXXX XXXX XXXX XXXX had no way of finding out about the tracers on the wire transfers and advised me to call back to XXXX XXXX. They kept playing the games round and round again. At least, I made the effort to protect my funds. I decided to freeze Coinbase in the meantime."
